"variable","row","col","stdres"
"illness_past24h_cough","lombok","no",5.08335440930756
"illness_past24h_cough","sumbawa","no",-5.08335440930756
"illness_past24h_cough","lombok","yes",-5.08335440930756
"illness_past24h_cough","sumbawa","yes",5.08335440930756
"illness_past24h_runny_nose","lombok","no",5.45113866094195
"illness_past24h_runny_nose","sumbawa","no",-5.45113866094195
"illness_past24h_runny_nose","lombok","yes",-5.45113866094195
"illness_past24h_runny_nose","sumbawa","yes",5.45113866094195
"illness_past24h_difficulty_breathing","lombok","no",-0.919175492663608
"illness_past24h_difficulty_breathing","sumbawa","no",0.919175492663608
"illness_past24h_difficulty_breathing","lombok","yes",0.919175492663589
"illness_past24h_difficulty_breathing","sumbawa","yes",-0.919175492663589
"antibiotic_past3days","lombok","no",-1.01310474297527
"antibiotic_past3days","sumbawa","no",1.01310474297527
"antibiotic_past3days","lombok","unknown",0.919175492663589
"antibiotic_past3days","sumbawa","unknown",-0.919175492663589
"antibiotic_past3days","lombok","yes",0.756203466181186
"antibiotic_past3days","sumbawa","yes",-0.756203466181186
"antibiotic_past1mo","lombok","no",1.86590179168904
"antibiotic_past1mo","sumbawa","no",-1.86590179168904
"antibiotic_past1mo","lombok","yes",-1.86590179168903
"antibiotic_past1mo","sumbawa","yes",1.86590179168903
"vaccination_hibpentavalent_dc_n","lombok","2",-3.11870221072693
"vaccination_hibpentavalent_dc_n","sumbawa","2",3.11870221072693
"vaccination_hibpentavalent_dc_n","lombok","3",-2.82197017023823
"vaccination_hibpentavalent_dc_n","sumbawa","3",2.82197017023823
"vaccination_hibpentavalent_dc_n","lombok","4",3.76603346571459
"vaccination_hibpentavalent_dc_n","sumbawa","4",-3.76603346571459
"vaccination_pcv13_dc_n","lombok","0",0.919175492663589
"vaccination_pcv13_dc_n","sumbawa","0",-0.919175492663589
"vaccination_pcv13_dc_n","lombok","1",-1.09115026225871
"vaccination_pcv13_dc_n","sumbawa","1",1.09115026225871
"vaccination_pcv13_dc_n","lombok","2",0.00881225416506513
"vaccination_pcv13_dc_n","sumbawa","2",-0.00881225416506513
"vaccination_pcv13_dc_n","lombok","3",-0.0936601971593408
"vaccination_pcv13_dc_n","sumbawa","3",0.0936601971593408
"vaccination_pcv13_dc_n","lombok","4",0.919175492663589
"vaccination_pcv13_dc_n","sumbawa","4",-0.919175492663589
"age_year","lombok","1",-6.64660513875874
"age_year","sumbawa","1",6.64660513875874
"age_year","lombok","2",-1.54332440356421
"age_year","sumbawa","2",1.54332440356421
"age_year","lombok","3",0.0981683217543403
"age_year","sumbawa","3",-0.0981683217543393
"age_year","lombok","4",3.88236371717943
"age_year","sumbawa","4",-3.88236371717943
"age_year","lombok","5",6.35481932003187
"age_year","sumbawa","5",-6.35481932003187
"age_year_2groups","lombok","1 and below",-6.64660513875874
"age_year_2groups","sumbawa","1 and below",6.64660513875874
"age_year_2groups","lombok","more than 1",6.64660513875874
"age_year_2groups","sumbawa","more than 1",-6.64660513875874
"age_year_3groups","lombok","1 and below",-6.64660513875874
"age_year_3groups","sumbawa","1 and below",6.64660513875874
